# Simulation 1 (Up to date)
# 1591 data points written for 57 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Corrective moment coefficient (),Damping moment coefficient (​),damping ratio ()
11.386,9726.183,295.711,-1.4,295.738,1.4,154.977,0.111,154.977,0.041,4.029,0.006,28.61,-80.6,0.997,0.055,-0.002,0.011,-2.534e-5,581.218,269.4,0.029,1.873e-4,24.701,19.59,3.245,0.278,3.407e6,0,2.294,0.558,0.558,0.421,0.007,0.13,0.012,0.038,-2.792e-4,0,0,0,0,2.227e-4,0.001,1.575,12.57,88.08,0.046,5.609,-12.194,602.027,1062.694,0.05,0.245,9.05e4,0.238,9.537e-7
11.436,9740.912,293.465,-1.393,293.492,1.393,155.177,0.111,155.178,0.041,3.993,0.033,28.61,-80.6,0.997,0.132,-0.002,-0.009,-2.341e-5,581.218,269.4,0.029,1.873e-4,24.684,19.59,3.235,0.276,3.38e6,0,2.258,0.558,0.558,0.421,0.007,0.13,0.028,0.09,-8.879e-5,0,0,0,0,-1.571e-4,0.001,1.575,12.57,88.27,0.044,5.601,-12.223,601.675,1062.636,0.05,0.246,9.057e4,0.236,9.526e-7
11.486,9755.529,291.23,-1.386,291.257,1.387,155.375,0.111,155.375,0.041,3.918,0.057,28.61,-80.6,0.997,0.3,-0.002,-0.003,1.117e-5,581.218,269.4,0.029,1.873e-4,24.648,19.59,3.212,0.274,3.353e6,0,2.222,0.558,0.558,0.421,0.007,0.13,0.064,0.206,-1.486e-4,0,0,0,0,-1.391e-5,0.001,1.575,12.57,88.382,0.044,5.892,-12.252,601.327,1062.578,0.05,0.246,9.063e4,0.235,9.506e-7
11.536,9770.035,289.006,-1.379,289.032,1.381,155.569,0.112,155.569,0.041,3.819,0.059,28.61,-80.6,0.997,0.315,-0.002,0.007,-3.397e-6,581.218,269.4,0.029,1.873e-4,24.645,19.59,3.209,0.272,3.326e6,0,2.187,0.558,0.558,0.421,0.007,0.13,0.067,0.216,-1.088e-4,0,0,0,0,1.062e-4,0.001,1.575,12.57,88.335,0.043,6.213,-12.281,600.981,1062.521,0.05,0.246,9.07e4,0.232,9.502e-7
11.586,9784.43,286.792,-1.374,286.816,1.374,155.758,0.112,155.758,0.041,3.74,0.035,28.61,-80.6,0.997,0.147,-0.002,0.014,6.174e-6,581.218,269.4,0.029,1.873e-4,24.68,19.59,3.232,0.27,3.3e6,0,2.152,0.558,0.558,0.422,0.007,0.129,0.031,0.1,1.582e-4,0,0,0,0,4.246e-4,0.001,1.575,12.57,88.127,0.041,6.369,-12.31,600.638,1062.465,0.05,0.246,9.076e4,0.23,9.517e-7
11.636,9798.715,284.586,-1.369,284.61,1.369,155.944,0.112,155.944,0.041,3.718,0.007,28.61,-80.6,0.997,0.159,-0.002,-0.014,7.15e-6,581.218,269.4,0.029,1.873e-4,24.677,19.59,3.23,0.268,3.273e6,0,2.117,0.558,0.558,0.422,0.007,0.129,0.034,0.11,2.999e-4,0,0,0,0,-4.369e-4,0.001,1.575,12.57,87.849,0.036,6.125,-12.338,600.297,1062.408,0.05,0.247,9.082e4,0.229,9.514e-7
11.686,9812.889,282.386,-1.365,282.411,1.365,156.131,0.113,156.131,0.041,3.763,0.04,28.61,-80.6,0.997,0.4,-0.002,-0.006,1.148e-5,581.218,269.4,0.029,1.873e-4,24.626,19.59,3.198,0.266,3.247e6,0,2.084,0.558,0.558,0.422,0.007,0.129,0.086,0.275,-1.8e-4,0,0,0,0,-7.572e-5,0.001,1.575,12.57,87.655,0.032,5.75,-12.366,599.959,1062.353,0.05,0.247,9.088e4,0.227,9.485e-7
11.733,9826.265,280.303,-1.359,280.329,1.359,156.311,0.113,156.311,0.041,3.826,0.031,28.61,-80.6,0.997,0.34,-0.002,0.005,2.477e-5,581.218,269.4,0.029,1.873e-4,24.638,19.59,3.206,0.264,3.222e6,0,2.052,0.557,0.558,0.422,0.007,0.129,0.073,0.233,4.668e-4,0,0,0,0,5.077e-5,0.001,1.575,12.57,87.65,0.034,5.983,-12.393,599.64,1062.3,0.048,0.248,9.094e4,0.224,9.49e-7
11.783,9840.226,278.122,-1.352,278.149,1.352,156.503,0.114,156.503,0.042,3.853,0.003,28.61,-80.6,0.997,0.131,-0.002,0.011,1.804e-5,581.218,269.4,0.029,1.873e-4,24.683,19.59,3.234,0.262,3.195e6,0,2.018,0.557,0.557,0.422,0.007,0.129,0.028,0.09,3.791e-4,0,0,0,0,2.561e-4,0.001,1.575,12.57,87.807,0.04,6.188,-12.42,599.307,1062.245,0.05,0.248,9.1e4,0.222,9.51e-7
11.833,9854.078,275.954,-1.345,275.98,1.345,156.696,0.114,156.696,0.042,3.833,0.024,28.61,-80.6,0.997,0.08,-0.002,-0.011,8.285e-6,581.218,269.4,0.029,1.873e-4,24.693,19.59,3.241,0.26,3.169e6,0,1.985,0.557,0.557,0.422,0.007,0.129,0.017,0.056,-5.047e-5,0,0,0,0,-2.947e-4,0.001,1.575,12.57,88.024,0.047,6.113,-12.448,598.977,1062.19,0.05,0.248,9.107e4,0.221,9.513e-7
11.883,9867.822,273.795,-1.339,273.821,1.339,156.886,0.114,156.886,0.042,3.776,0.044,28.61,-80.6,0.997,0.242,-0.002,-0.007,1.991e-5,581.218,269.4,0.029,1.873e-4,24.659,19.59,3.218,0.258,3.143e6,0,1.953,0.557,0.557,0.422,0.007,0.129,0.052,0.166,-3.915e-4,0,0,0,0,-1.156e-4,0.001,1.575,12.57,88.2,0.05,6.025,-12.475,598.649,1062.136,0.05,0.248,9.113e4,0.22,9.493e-7
11.933,9881.458,271.646,-1.333,271.671,1.334,157.073,0.115,157.073,0.042,3.696,0.052,28.61,-80.6,0.997,0.313,-0.002,2.987e-4,-1.036e-5,581.218,269.4,0.029,1.873e-4,24.643,19.59,3.209,0.256,3.118e6,0,1.922,0.557,0.557,0.422,0.007,0.129,0.067,0.214,-1.066e-5,0,0,0,0,2.057e-7,0.001,1.575,12.57,88.262,0.051,6.067,-12.502,598.324,1062.082,0.05,0.249,9.119e4,0.218,9.483e-7
11.983,9894.986,269.506,-1.327,269.53,1.328,157.256,0.115,157.256,0.042,3.613,0.05,28.61,-80.6,0.997,0.303,-0.002,0.008,-1.556e-5,581.218,269.4,0.029,1.873e-4,24.645,19.59,3.21,0.254,3.092e6,0,1.89,0.557,0.557,0.422,0.006,0.128,0.065,0.208,1.798e-4,0,0,0,0,1.586e-4,0.001,1.575,12.57,88.178,0.051,6.402,-12.529,598.001,1062.029,0.05,0.249,9.124e4,0.215,9.482e-7
12.033,9908.408,267.375,-1.323,267.398,1.323,157.434,0.115,157.434,0.042,3.548,0.025,28.61,-80.6,0.997,0.096,-0.002,0.014,-3.771e-5,581.218,269.4,0.029,1.873e-4,24.689,19.59,3.238,0.252,3.067e6,0,1.859,0.557,0.557,0.422,0.006,0.128,0.02,0.066,1.677e-5,0,0,0,0,4.789e-4,0.001,1.575,12.57,87.963,0.049,6.404,-12.555,597.681,1061.976,0.05,0.249,9.13e4,0.214,9.502e-7
12.083,9921.724,265.25,-1.319,265.274,1.319,157.611,0.116,157.611,0.042,3.538,0.011,28.61,-80.6,0.997,0.201,-0.002,-0.013,-1.348e-5,581.218,269.4,0.029,1.873e-4,24.666,19.59,3.223,0.25,3.041e6,0,1.828,0.556,0.557,0.422,0.006,0.128,0.043,0.139,-3.674e-4,0,0,0,0,-3.867e-4,0.001,1.575,12.57,87.708,0.045,6.095,-12.582,597.364,1061.924,0.05,0.25,9.136e4,0.212,9.489e-7
12.133,9934.933,263.132,-1.314,263.156,1.315,157.789,0.116,157.789,0.042,3.578,0.032,28.61,-80.6,0.997,0.383,-0.002,-0.005,4.137e-6,581.218,269.4,0.029,1.873e-4,24.627,19.59,3.199,0.248,3.016e6,0,1.799,0.556,0.557,0.422,0.006,0.128,0.082,0.262,-2.914e-4,0,0,0,0,-6.115e-5,0.001,1.575,12.57,87.542,0.043,5.905,-12.608,597.049,1061.872,0.05,0.25,9.142e4,0.211,9.467e-7
12.181,9947.324,261.136,-1.309,261.162,1.31,157.959,0.116,157.959,0.042,3.63,0.03,28.61,-80.6,0.997,0.374,-0.002,0.004,-7.489e-6,581.218,269.4,0.029,1.873e-4,24.629,19.59,3.2,0.246,2.992e6,0,1.77,0.556,0.556,0.422,0.006,0.128,0.08,0.256,1.439e-4,0,0,0,0,3.885e-5,0.001,1.575,12.57,87.536,0.044,5.883,-12.632,596.753,1061.823,0.047,0.25,9.148e4,0.208,9.466e-7
12.231,9960.328,259.035,-1.303,259.061,1.304,158.142,0.117,158.142,0.042,3.667,0.016,28.61,-80.6,0.997,0.248,-0.002,0.011,-3.935e-6,581.218,269.4,0.029,1.873e-4,24.656,19.59,3.216,0.244,2.967e6,0,1.74,0.556,0.556,0.422,0.006,0.128,0.053,0.17,9.557e-5,0,0,0,0,3.129e-4,0.001,1.575,12.57,87.682,0.044,5.7,-12.658,596.443,1061.772,0.05,0.25,9.153e4,0.206,9.477e-7
12.281,9973.227,256.943,-1.297,256.969,1.297,158.326,0.117,158.326,0.042,3.67,0.017,28.61,-80.6,0.997,0.043,-0.002,-0.014,6.365e-7,581.218,269.4,0.029,1.873e-4,24.7,19.59,3.244,0.242,2.942e6,0,1.711,0.556,0.556,0.422,0.006,0.128,0.009,0.03,-4.015e-4,0,0,0,0,-5.387e-4,0.001,1.575,12.57,87.927,0.044,5.845,-12.684,596.135,1061.721,0.05,0.251,9.159e4,0.205,9.497e-7
12.331,9986.022,254.861,-1.291,254.887,1.292,158.508,0.118,158.508,0.042,3.614,0.045,28.61,-80.6,0.997,0.306,-0.002,-0.01,-8.653e-6,581.218,269.4,0.029,1.873e-4,24.643,19.59,3.208,0.24,2.917e6,0,1.683,0.556,0.556,0.422,0.006,0.128,0.065,0.21,2.203e-4,0,0,0,0,-2.397e-4,0.001,1.575,12.57,88.155,0.044,6.017,-12.709,595.83,1061.671,0.05,0.251,9.165e4,0.204,9.467e-7
12.381,9998.714,252.788,-1.286,252.813,1.287,158.686,0.118,158.687,0.043,3.528,0.057,28.61,-80.6,0.997,0.422,-0.002,-0.001,-2.26e-5,581.218,269.4,0.029,1.873e-4,24.618,19.59,3.193,0.238,2.892e6,0,1.655,0.556,0.556,0.422,0.006,0.127,0.091,0.289,4.603e-4,0,0,0,0,-4.86e-6,0.001,1.575,12.57,88.256,0.048,6.068,-12.734,595.528,1061.621,0.05,0.251,9.17e4,0.202,9.452e-7
12.431,1.001e4,250.723,-1.281,250.747,1.282,158.861,0.118,158.861,0.043,3.438,0.051,28.61,-80.6,0.997,0.374,-0.002,0.008,-1.018e-5,581.218,269.4,0.029,1.873e-4,24.628,19.59,3.199,0.236,2.868e6,0,1.627,0.556,0.556,0.422,0.006,0.127,0.08,0.257,-1.53e-4,0,0,0,0,1.654e-4,9.978e-4,1.575,12.57,88.191,0.055,6.134,-12.759,595.228,1061.571,0.05,0.252,9.176e4,0.199,9.455e-7
12.481,1.002e4,248.666,-1.277,248.689,1.277,159.031,0.119,159.031,0.043,3.37,0.031,28.61,-80.6,0.997,0.191,-0.002,0.014,-2.809e-5,581.218,269.4,0.029,1.873e-4,24.667,19.59,3.224,0.234,2.843e6,0,1.599,0.556,0.556,0.422,0.006,0.127,0.041,0.13,-5.561e-5,0,0,0,0,5.477e-4,9.897e-4,1.575,12.57,87.982,0.057,6.208,-12.784,594.93,1061.522,0.05,0.252,9.181e4,0.197,9.473e-7
12.531,1.004e4,246.615,-1.273,246.637,1.273,159.198,0.119,159.198,0.043,3.342,0.005,28.61,-80.6,0.997,0.071,-0.002,-0.016,-1.036e-4,581.218,269.4,0.029,1.873e-4,24.692,19.59,3.24,0.233,2.819e6,0,1.572,0.555,0.555,0.422,0.006,0.127,0.015,0.05,-2.791e-4,0,0,0,0,-6.735e-4,9.815e-4,1.575,12.57,87.702,0.05,6.216,-12.808,594.635,1061.473,0.05,0.252,9.187e4,0.196,9.483e-7
12.581,1.005e4,244.57,-1.269,244.593,1.27,159.366,0.119,159.366,0.043,3.355,0.018,28.61,-80.6,0.997,0.299,-0.002,-0.011,-8.03e-6,581.218,269.4,0.029,1.873e-4,24.643,19.59,3.209,0.231,2.795e6,0,1.545,0.555,0.555,0.422,0.006,0.127,0.064,0.205,-1.005e-5,0,0,0,0,-3.676e-4,9.734e-4,1.575,12.57,87.452,0.039,6.211,-12.833,594.342,1061.425,0.05,0.252,9.192e4,0.195,9.457e-7
12.631,1.006e4,242.531,-1.265,242.555,1.265,159.534,0.12,159.534,0.043,3.394,0.024,28.61,-80.6,0.997,0.365,-0.002,-0.004,-2.842e-5,581.218,269.4,0.029,1.873e-4,24.629,19.59,3.2,0.229,2.771e6,0,1.519,0.555,0.555,0.422,0.006,0.127,0.078,0.25,-1.209e-4,0,0,0,0,-4.683e-5,9.652e-4,1.575,12.57,87.312,0.029,6.418,-12.857,594.051,1061.377,0.05,0.253,9.197e4,0.193,9.448e-7
12.681,1.007e4,240.499,-1.26,240.524,1.26,159.705,0.12,159.705,0.043,3.428,0.016,28.61,-80.6,0.997,0.295,-0.002,0.003,-1.996e-5,581.218,269.4,0.029,1.873e-4,24.644,19.59,3.209,0.227,2.747e6,0,1.493,0.555,0.555,0.422,0.006,0.127,0.063,0.202,-4.664e-4,0,0,0,0,2.028e-5,9.572e-4,1.575,12.57,87.305,0.022,6.65,-12.881,593.763,1061.329,0.05,0.253,9.203e4,0.191,9.453e-7
12.731,1.008e4,238.476,-1.255,238.501,1.255,159.877,0.121,159.877,0.043,3.444,0.004,28.61,-80.6,0.997,0.167,-0.002,0.007,-1.464e-5,581.218,269.4,0.029,1.873e-4,24.671,19.59,3.226,0.225,2.723e6,0,1.467,0.555,0.555,0.422,0.006,0.127,0.036,0.114,-4.876e-4,0,0,0,0,1.568e-4,9.491e-4,1.575,12.57,87.403,0.023,6.685,-12.905,593.478,1061.282,0.05,0.253,9.208e4,0.189,9.465e-7
12.781,1.01e4,236.462,-1.25,236.487,1.25,160.049,0.121,160.049,0.043,3.438,0.01,28.61,-80.6,0.997,0.014,-0.002,0.009,-1.526e-4,581.218,269.4,0.029,1.873e-4,24.704,19.59,3.247,0.223,2.699e6,0,1.441,0.555,0.555,0.423,0.006,0.126,0.003,0.01,-4.162e-4,0,0,0,0,2.519e-4,9.411e-4,1.575,12.57,87.558,0.032,6.603,-12.928,593.195,1061.235,0.05,0.254,9.213e4,0.187,9.479e-7
12.831,1.011e4,234.455,-1.245,234.48,1.245,160.22,0.121,160.22,0.043,3.408,0.028,28.61,-80.599,0.997,0.179,-0.002,-0.008,-2.268e-5,581.218,269.4,0.029,1.873e-4,24.668,19.59,3.224,0.221,2.675e6,0,1.416,0.555,0.555,0.423,0.006,0.126,0.038,0.122,-1.231e-4,0,0,0,0,-1.86e-4,9.331e-4,1.575,12.57,87.716,0.048,6.695,-12.951,592.914,1061.189,0.05,0.254,9.219e4,0.186,9.46e-7
12.881,1.012e4,232.456,-1.24,232.481,1.241,160.389,0.122,160.389,0.043,3.351,0.039,28.61,-80.599,0.997,0.305,-0.002,-0.003,-2.796e-5,581.218,269.4,0.029,1.873e-4,24.641,19.59,3.207,0.219,2.652e6,0,1.392,0.555,0.555,0.423,0.006,0.126,0.065,0.209,-4.037e-4,0,0,0,0,-2.375e-5,9.252e-4,1.575,12.57,87.814,0.066,6.788,-12.975,592.636,1061.143,0.05,0.254,9.224e4,0.184,9.444e-7
12.931,1.013e4,230.465,-1.236,230.488,1.236,160.555,0.122,160.555,0.044,3.289,0.034,28.61,-80.599,0.997,0.262,-0.002,0.003,-3.083e-5,581.218,269.4,0.029,1.873e-4,24.65,19.59,3.213,0.217,2.628e6,0,1.367,0.555,0.555,0.423,0.006,0.126,0.056,0.18,-2.423e-4,0,0,0,0,2.771e-5,9.172e-4,1.575,12.57,87.81,0.076,6.592,-12.997,592.36,1061.097,0.05,0.254,9.229e4,0.183,9.447e-7
12.981,1.014e4,228.48,-1.232,228.503,1.232,160.718,0.122,160.718,0.044,3.24,0.03,28.61,-80.599,0.997,0.216,-0.002,0.007,-1.634e-5,581.218,269.4,0.029,1.873e-4,24.66,19.59,3.219,0.216,2.605e6,0,1.343,0.554,0.555,0.423,0.006,0.126,0.046,0.148,-3.502e-4,0,0,0,0,1.441e-4,9.093e-4,1.575,12.57,87.718,0.073,6.718,-13.02,592.086,1061.052,0.05,0.255,9.234e4,0.181,9.45e-7
13.031,1.015e4,226.502,-1.228,226.524,1.228,160.879,0.123,160.879,0.044,3.195,0.025,28.61,-80.599,0.997,0.165,-0.002,0.01,-5.568e-6,581.218,269.4,0.029,1.873e-4,24.67,19.59,3.226,0.214,2.582e6,0,1.319,0.554,0.554,0.423,0.006,0.126,0.035,0.114,-1.79e-5,0,0,0,0,3.611e-4,9.015e-4,1.575,12.57,87.559,0.058,7.119,-13.043,591.815,1061.007,0.05,0.255,9.239e4,0.179,9.453e-7
13.081,1.017e4,224.53,-1.224,224.552,1.224,161.038,0.123,161.038,0.044,3.161,0.015,28.61,-80.599,0.997,0.039,-0.002,0.012,7.589e-5,581.218,269.4,0.029,1.873e-4,24.697,19.59,3.243,0.212,2.559e6,0,1.296,0.554,0.554,0.423,0.006,0.126,0.008,0.026,-7.74e-5,0,0,0,0,5.224e-4,8.936e-4,1.575,12.57,87.348,0.038,7.384,-13.065,591.546,1060.963,0.05,0.255,9.244e4,0.177,9.465e-7
13.131,1.018e4,222.563,-1.22,222.585,1.221,161.196,0.123,161.196,0.044,3.147,0.005,28.61,-80.599,0.997,0.079,-0.002,-0.012,9.001e-5,581.218,269.4,0.029,1.873e-4,24.688,19.59,3.237,0.21,2.536e6,0,1.272,0.554,0.554,0.423,0.006,0.126,0.017,0.055,4.849e-4,0,0,0,0,-4.787e-4,8.858e-4,1.575,12.57,87.125,0.02,7.706,-13.087,591.279,1060.919,0.05,0.256,9.249e4,0.176,9.459e-7
13.181,1.019e4,220.602,-1.218,220.625,1.218,161.353,0.124,161.353,0.044,3.151,0.016,28.61,-80.599,0.997,0.333,-0.002,-0.009,1.991e-5,581.218,269.4,0.029,1.873e-4,24.634,19.59,3.203,0.208,2.513e6,0,1.25,0.554,0.554,0.423,0.006,0.126,0.071,0.229,-2.964e-5,0,0,0,0,-3.014e-4,8.78e-4,1.575,12.57,86.931,0.008,7.377,-13.109,591.015,1060.875,0.05,0.256,9.254e4,0.175,9.429e-7
13.231,1.02e4,218.646,-1.214,218.669,1.215,161.511,0.124,161.511,0.044,3.192,0.029,28.61,-80.599,0.997,0.5,-0.002,-0.001,8.403e-6,581.218,269.4,0.029,1.873e-4,24.599,19.59,3.18,0.206,2.489e6,0,1.227,0.554,0.554,0.423,0.006,0.126,0.107,0.341,4.231e-4,0,0,0,0,-5.565e-6,8.702e-4,1.575,12.57,86.834,0.005,6.956,-13.131,590.753,1060.832,0.05,0.256,9.259e4,0.173,9.41e-7
13.281,1.021e4,216.695,-1.21,216.719,1.21,161.672,0.125,161.672,0.044,3.237,0.024,28.61,-80.599,0.997,0.443,-0.002,0.007,4.698e-6,581.218,269.4,0.029,1.873e-4,24.61,19.59,3.188,0.204,2.466e6,0,1.205,0.554,0.554,0.423,0.006,0.125,0.095,0.302,3.042e-4,0,0,0,0,1.581e-4,8.624e-4,1.575,12.57,86.885,0.011,6.869,-13.152,590.494,1060.789,0.05,0.256,9.263e4,0.171,9.414e-7
13.331,1.022e4,214.752,-1.206,214.777,1.206,161.835,0.125,161.835,0.044,3.265,0.012,28.61,-80.599,0.997,0.292,-0.002,0.012,3.872e-5,581.218,269.4,0.029,1.873e-4,24.642,19.59,3.208,0.203,2.444e6,0,1.182,0.554,0.554,0.423,0.006,0.125,0.062,0.199,-1.574e-4,0,0,0,0,5.642e-4,8.547e-4,1.575,12.57,87.064,0.028,6.663,-13.174,590.236,1060.747,0.05,0.257,9.268e4,0.169,9.428e-7
13.381,1.023e4,212.817,-1.201,212.842,1.201,161.998,0.125,161.998,0.044,3.272,0.003,28.61,-80.599,0.997,0.098,-0.002,0.016,1.463e-4,581.218,269.4,0.029,1.873e-4,24.684,19.59,3.234,0.201,2.421e6,0,1.16,0.554,0.554,0.423,0.006,0.125,0.021,0.066,-2.302e-4,0,0,0,0,9.098e-4,8.47e-4,1.575,12.57,87.324,0.053,6.324,-13.195,589.981,1060.704,0.05,0.257,9.273e4,0.168,9.447e-7
13.431,1.024e4,210.888,-1.196,210.914,1.197,162.162,0.126,162.162,0.044,3.255,0.018,28.61,-80.599,0.997,0.11,-0.002,-0.015,1.687e-4,581.218,269.4,0.029,1.873e-4,24.681,19.59,3.232,0.199,2.398e6,0,1.138,0.554,0.554,0.423,0.006,0.125,0.023,0.077,3.949e-4,0,0,0,0,-9.128e-4,8.393e-4,1.575,12.57,87.61,0.083,5.971,-13.216,589.729,1060.663,0.05,0.257,9.278e4,0.167,9.444e-7
13.481,1.025e4,208.967,-1.192,208.992,1.193,162.323,0.126,162.324,0.044,3.214,0.035,28.61,-80.599,0.997,0.355,-0.002,-0.012,4.782e-5,581.218,269.4,0.029,1.873e-4,24.628,19.59,3.199,0.197,2.375e6,0,1.118,0.554,0.554,0.423,0.005,0.125,0.076,0.243,2.273e-4,0,0,0,0,-5.769e-4,8.317e-4,1.575,12.57,87.863,0.112,5.899,-13.237,589.479,1060.621,0.05,0.258,9.282e4,0.166,9.416e-7
13.531,1.026e4,207.053,-1.188,207.077,1.189,162.483,0.126,162.483,0.045,3.144,0.05,28.61,-80.599,0.997,0.565,-0.002,-0.005,1.511e-5,581.218,269.4,0.029,1.873e-4,24.584,19.59,3.171,0.195,2.353e6,0,1.097,0.553,0.554,0.423,0.005,0.125,0.122,0.386,-3.953e-4,0,0,0,0,-1.027e-4,8.241e-4,1.575,12.57,88.021,0.126,6.08,-13.257,589.231,1060.58,0.05,0.258,9.287e4,0.165,9.392e-7
13.581,1.027e4,205.145,-1.184,205.167,1.186,162.638,0.127,162.638,0.045,3.055,0.06,28.61,-80.599,0.997,0.711,-0.002,0.004,1.608e-5,581.218,269.4,0.029,1.873e-4,24.553,19.59,3.152,0.194,2.331e6,0,1.078,0.553,0.554,0.423,0.005,0.125,0.154,0.485,3.179e-5,0,0,0,0,6.984e-5,8.165e-4,1.575,12.57,88.028,0.116,6.575,-13.278,588.985,1060.54,0.05,0.258,9.291e4,0.163,9.375e-7
13.631,1.028e4,203.242,-1.181,203.264,1.182,162.788,0.127,162.788,0.045,2.962,0.048,28.61,-80.599,0.997,0.563,-0.002,0.014,2.821e-5,581.218,269.4,0.029,1.873e-4,24.584,19.59,3.171,0.192,2.309e6,0,1.057,0.553,0.554,0.423,0.005,0.125,0.121,0.383,1.888e-4,0,0,0,0,8.5e-4,8.089e-4,1.575,12.57,87.856,0.084,6.659,-13.298,588.741,1060.5,0.05,0.259,9.296e4,0.16,9.389e-7
13.681,1.029e4,201.345,-1.178,201.366,1.178,162.934,0.128,162.935,0.045,2.904,0.025,28.61,-80.599,0.997,0.233,-0.002,0.02,1.034e-4,581.218,269.4,0.029,1.873e-4,24.654,19.59,3.215,0.19,2.287e6,0,1.036,0.553,0.553,0.423,0.005,0.125,0.05,0.158,-1.852e-4,0,0,0,0,0.002,8.013e-4,1.575,12.57,87.54,0.046,6.542,-13.318,588.5,1060.46,0.05,0.259,9.301e4,0.158,9.422e-7
13.731,1.03e4,199.452,-1.176,199.473,1.176,163.079,0.128,163.079,0.045,2.884,9.796e-4,28.61,-80.599,0.997,0.126,-0.002,-0.02,1.989e-4,581.218,269.4,0.029,1.873e-4,24.676,19.59,3.23,0.188,2.265e6,0,1.016,0.553,0.553,0.423,0.005,0.125,0.027,0.088,-7.503e-5,0,0,0,0,-0.002,7.938e-4,1.575,12.57,87.169,0.012,6.514,-13.338,588.261,1060.42,0.05,0.259,9.305e4,0.158,9.432e-7
13.781,1.031e4,197.562,-1.173,197.584,1.174,163.224,0.128,163.224,0.045,2.901,0.02,28.61,-80.599,0.997,0.455,-0.002,-0.016,5.247e-5,581.218,269.4,0.029,1.873e-4,24.606,19.59,3.185,0.187,2.242e6,0,0.997,0.553,0.553,0.423,0.005,0.125,0.097,0.312,6.652e-5,0,0,0,0,-0.001,7.863e-4,1.575,12.57,86.83,-0.009,6.44,-13.358,588.025,1060.381,0.05,0.259,9.309e4,0.157,9.395e-7
13.831,1.032e4,195.676,-1.171,195.698,1.172,163.37,0.129,163.37,0.045,2.95,0.039,28.61,-80.599,0.997,0.753,-0.002,-0.009,1.325e-5,581.218,269.4,0.029,1.873e-4,24.544,19.59,3.146,0.185,2.22e6,0,0.978,0.553,0.554,0.423,0.005,0.124,0.163,0.512,-4.276e-4,0,0,0,0,-3.218e-4,7.788e-4,1.575,12.57,86.603,-0.018,6.066,-13.377,587.79,1060.342,0.05,0.26,9.314e4,0.155,9.362e-7
13.881,1.033e4,193.794,-1.168,193.817,1.169,163.519,0.129,163.519,0.045,3.019,0.039,28.61,-80.599,0.997,0.762,-0.002,0.002,9.858e-6,581.218,269.4,0.029,1.873e-4,24.542,19.59,3.144,0.183,2.199e6,0,0.959,0.553,0.554,0.423,0.005,0.124,0.165,0.519,1.866e-5,0,0,0,0,2.458e-5,7.713e-4,1.575,12.57,86.549,-0.016,6.065,-13.396,587.558,1060.304,0.05,0.26,9.318e4,0.153,9.36e-7
13.931,1.034e4,191.918,-1.164,191.943,1.164,163.671,0.129,163.671,0.045,3.071,0.025,28.61,-80.599,0.997,0.55,-0.002,0.01,2.229e-5,581.218,269.4,0.029,1.873e-4,24.586,19.59,3.172,0.181,2.177e6,0,0.939,0.553,0.553,0.423,0.005,0.124,0.118,0.375,3.424e-4,0,0,0,0,5.043e-4,7.638e-4,1.575,12.57,86.67,-0.003,6.256,-13.415,587.328,1060.266,0.05,0.26,9.322e4,0.151,9.38e-7
13.981,1.035e4,190.05,-1.16,190.075,1.16,163.826,0.13,163.826,0.045,3.098,0.012,28.61,-80.599,0.997,0.341,-0.002,0.016,4.163e-5,581.218,269.4,0.029,1.873e-4,24.63,19.59,3.2,0.179,2.155e6,0,0.92,0.553,0.553,0.423,0.005,0.124,0.073,0.231,3.283e-4,0,0,0,0,0.001,7.564e-4,1.575,12.57,86.916,0.022,6.022,-13.434,587.1,1060.229,0.05,0.261,9.327e4,0.149,9.401e-7
